collaborative,description,external_urls,href,id,images,name,owner,primary_color,public,snapshot_id,tracks,type,uri
False,a playlist for people who like indie also thanks for 200 saves pls check out my other playlists,{'spotify': 'https://open.spotify.com/playlist/2KdttwbecNjhBSNysG0qXr'},https://api.spotify.com/v1/playlists/2KdttwbecNjhBSNysG0qXr,2KdttwbecNjhBSNysG0qXr,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0232f5fec7a879ed6ef28f0dfdab67616d00001e024ae1c4c5c45aabe565499163ab67616d00001e024c27d14a19e67dac23661031ab67616d00001e02e1bc1af856b42dd7fdba9f84', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0232f5fec7a879ed6ef28f0dfdab67616d00001e024ae1c4c5c45aabe565499163ab67616d00001e024c27d14a19e67dac23661031ab67616d00001e02e1bc1af856b42dd7fdba9f84', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0232f5fec7a879ed6ef28f0dfdab67616d00001e024ae1c4c5c45aabe565499163ab67616d00001e024c27d14a19e67dac23661031ab67616d00001e02e1bc1af856b42dd7fdba9f84', 'width': 60}]",Indie playlist,"{'display_name': 'SallyFaceGame.lover', 'external_urls': {'spotify': 'https://open.spotify.com/user/31tflo4m2jdd2czqkmpnt2jxetcq'}, 'href': 'https://api.spotify.com/v1/users/31tflo4m2jdd2czqkmpnt2jxetcq', 'id': '31tflo4m2jdd2czqkmpnt2jxetcq', 'type': 'user', 'uri': 'spotify:user:31tflo4m2jdd2czqkmpnt2jxetcq'}",,True,AAAAasHaMKtCR9B6Bt8wPX52RdbJwo85,"{'href': 'https://api.spotify.com/v1/playlists/2KdttwbecNjhBSNysG0qXr/tracks', 'total': 67}",playlist,spotify:playlist:2KdttwbecNjhBSNysG0qXr
False,,{'spotify': 'https://open.spotify.com/playlist/0Sm64Lu6z1OK8yM3Oeo4Wx'},https://api.spotify.com/v1/playlists/0Sm64Lu6z1OK8yM3Oeo4Wx,0Sm64Lu6z1OK8yM3Oeo4Wx,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8448374d513f803d8575ad33d0', 'width': None}]",Best indie songs of all time ,"{'display_name': 'Jen Affleck', 'external_urls': {'spotify': 'https://open.spotify.com/user/jennifer.knupfer'}, 'href': 'https://api.spotify.com/v1/users/jennifer.knupfer', 'id': 'jennifer.knupfer', 'type': 'user', 'uri': 'spotify:user:jennifer.knupfer'}",,True,AAAAY37VVgzWbwZaRFg4knFkecjPfmKQ,"{'href': 'https://api.spotify.com/v1/playlists/0Sm64Lu6z1OK8yM3Oeo4Wx/tracks', 'total': 93}",playlist,spotify:playlist:0Sm64Lu6z1OK8yM3Oeo4Wx
False,"ugly sweater party, messy kitchen, spiked eggnog, strategically placed mistletoe, an open fire, all my favorite friends",{'spotify': 'https://open.spotify.com/playlist/0Iefk0hfOxKhMHIq6vdsRu'},https://api.spotify.com/v1/playlists/0Iefk0hfOxKhMHIq6vdsRu,0Iefk0hfOxKhMHIq6vdsRu,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da848af3be337196d6d1a6bf8fc7', 'width': None}]",an actually happy indie christmas playlist,"{'display_name': 'nostalgiaspara', 'external_urls': {'spotify': 'https://open.spotify.com/user/giaspara'}, 'href': 'https://api.spotify.com/v1/users/giaspara', 'id': 'giaspara', 'type': 'user', 'uri': 'spotify:user:giaspara'}",,True,AAAAoyjQt2ifQ10gf1yeYFM+WzvCBF2h,"{'href': 'https://api.spotify.com/v1/playlists/0Iefk0hfOxKhMHIq6vdsRu/tracks', 'total': 91}",playlist,spotify:playlist:0Iefk0hfOxKhMHIq6vdsRu
False,[old playlist] there&#x27;s a few oddballs in here but those fall under the &quot;absolute bangers&quot; category,{'spotify': 'https://open.spotify.com/playlist/6J6RAkccZp0jbrMTNyJjUn'},https://api.spotify.com/v1/playlists/6J6RAkccZp0jbrMTNyJjUn,6J6RAkccZp0jbrMTNyJjUn,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72ccdfceccc05a4ddbb3bc3d68f', 'width': None}]",Indie/rock and absolute bangers ,"{'display_name': 'Zodac', 'external_urls': {'spotify': 'https://open.spotify.com/user/cjsfoxy'}, 'href': 'https://api.spotify.com/v1/users/cjsfoxy', 'id': 'cjsfoxy', 'type': 'user', 'uri': 'spotify:user:cjsfoxy'}",,True,AAAFrYYDU0Tuhgt/rAOwrXINJD/843Dk,"{'href': 'https://api.spotify.com/v1/playlists/6J6RAkccZp0jbrMTNyJjUn/tracks', 'total': 1144}",playlist,spotify:playlist:6J6RAkccZp0jbrMTNyJjUn
False,"The ideal compilation of Hard Rock and Heavy Metal, with the best of the 70s, 80s, and some of the 90s.",{'spotify': 'https://open.spotify.com/playlist/1GXRoQWlxTNQiMNkOe7RqA'},https://api.spotify.com/v1/playlists/1GXRoQWlxTNQiMNkOe7RqA,1GXRoQWlxTNQiMNkOe7RqA,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0221ebf49b3292c3f0f575f0f5ab67616d00001e024940b41e78363e8d6b334f97ab67616d00001e02cad4832cb7b5844343278daaab67616d00001e02d5fccf9ce08b6a1e7d12a222', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0221ebf49b3292c3f0f575f0f5ab67616d00001e024940b41e78363e8d6b334f97ab67616d00001e02cad4832cb7b5844343278daaab67616d00001e02d5fccf9ce08b6a1e7d12a222', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0221ebf49b3292c3f0f575f0f5ab67616d00001e024940b41e78363e8d6b334f97ab67616d00001e02cad4832cb7b5844343278daaab67616d00001e02d5fccf9ce08b6a1e7d12a222', 'width': 60}]",Hard Rock /Metal,"{'display_name': 'rodney martin', 'external_urls': {'spotify': 'https://open.spotify.com/user/roddmar'}, 'href': 'https://api.spotify.com/v1/users/roddmar', 'id': 'roddmar', 'type': 'user', 'uri': 'spotify:user:roddmar'}",,True,AAAyftLAigIwkngF0rLieOucz5UKnsYC,"{'href': 'https://api.spotify.com/v1/playlists/1GXRoQWlxTNQiMNkOe7RqA/tracks', 'total': 295}",playlist,spotify:playlist:1GXRoQWlxTNQiMNkOe7RqA
False,"for martha, i miss you 😢; ig - cdrie1ick",{'spotify': 'https://open.spotify.com/playlist/54roY8wSrfInsgbHljU6du'},https://api.spotify.com/v1/playlists/54roY8wSrfInsgbHljU6du,54roY8wSrfInsgbHljU6du,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e020b1129853982ea17845d4eb6ab67616d00001e021d8891048c88217ab47d19edab67616d00001e0281e0d9617e70d75e7ae11fa6ab67616d00001e02e0aa988082afc4ea586ab8dc', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e020b1129853982ea17845d4eb6ab67616d00001e021d8891048c88217ab47d19edab67616d00001e0281e0d9617e70d75e7ae11fa6ab67616d00001e02e0aa988082afc4ea586ab8dc', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e020b1129853982ea17845d4eb6ab67616d00001e021d8891048c88217ab47d19edab67616d00001e0281e0d9617e70d75e7ae11fa6ab67616d00001e02e0aa988082afc4ea586ab8dc', 'width': 60}]",The actual good metal playlist,"{'display_name': 'Sleekful', 'external_urls': {'spotify': 'https://open.spotify.com/user/cdrielick813'}, 'href': 'https://api.spotify.com/v1/users/cdrielick813', 'id': 'cdrielick813', 'type': 'user', 'uri': 'spotify:user:cdrielick813'}",,True,AAABOe9ax/jmKcr13K5nS11KjIjHAO6g,"{'href': 'https://api.spotify.com/v1/playlists/54roY8wSrfInsgbHljU6du/tracks', 'total': 159}",playlist,spotify:playlist:54roY8wSrfInsgbHljU6du
False,MERRY CHRISTMAS,{'spotify': 'https://open.spotify.com/playlist/3rlMbp5ckEBEPtBzwjgPt0'},https://api.spotify.com/v1/playlists/3rlMbp5ckEBEPtBzwjgPt0,3rlMbp5ckEBEPtBzwjgPt0,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0228dfaddc7bf043545ed95b56ab67616d00001e0229fe7641dad563a088f8044fab67616d00001e025bbc419777a6e3dc85b9d50fab67616d00001e027c128d14282e93d4e603ed72', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0228dfaddc7bf043545ed95b56ab67616d00001e0229fe7641dad563a088f8044fab67616d00001e025bbc419777a6e3dc85b9d50fab67616d00001e027c128d14282e93d4e603ed72', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0228dfaddc7bf043545ed95b56ab67616d00001e0229fe7641dad563a088f8044fab67616d00001e025bbc419777a6e3dc85b9d50fab67616d00001e027c128d14282e93d4e603ed72', 'width': 60}]",HEAVY METAL CHRISTMAS SONGS,"{'display_name': 'emilrjh2', 'external_urls': {'spotify': 'https://open.spotify.com/user/emilrjh2'}, 'href': 'https://api.spotify.com/v1/users/emilrjh2', 'id': 'emilrjh2', 'type': 'user', 'uri': 'spotify:user:emilrjh2'}",,True,AAAAHZ5703tiKYfQw8fnr4lGq0iGH5a2,"{'href': 'https://api.spotify.com/v1/playlists/3rlMbp5ckEBEPtBzwjgPt0/tracks', 'total': 178}",playlist,spotify:playlist:3rlMbp5ckEBEPtBzwjgPt0
False,The Best Metal on Spotify: NEW MUSIC EVERY WEEK! Suggestions: jsquirrel6400@gmail.com,{'spotify': 'https://open.spotify.com/playlist/2KB2kUNfUtujzoYvW0lvyN'},https://api.spotify.com/v1/playlists/2KB2kUNfUtujzoYvW0lvyN,2KB2kUNfUtujzoYvW0lvyN,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000d72c61c70a774fdfbda64bcf6473', 'width': None}]",Greatest Metal Songs of All Time,"{'display_name': 'Jake Smith', 'external_urls': {'spotify': 'https://open.spotify.com/user/12124306135'}, 'href': 'https://api.spotify.com/v1/users/12124306135', 'id': '12124306135', 'type': 'user', 'uri': 'spotify:user:12124306135'}",,True,AAAKMMW3S2JLWU/LEVWek0rOuiuuh2si,"{'href': 'https://api.spotify.com/v1/playlists/2KB2kUNfUtujzoYvW0lvyN/tracks', 'total': 877}",playlist,spotify:playlist:2KB2kUNfUtujzoYvW0lvyN
False,,{'spotify': 'https://open.spotify.com/playlist/0cVG2aGlZnT4Iy8dv3KPeW'},https://api.spotify.com/v1/playlists/0cVG2aGlZnT4Iy8dv3KPeW,0cVG2aGlZnT4Iy8dv3KPeW,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e021f9edf15e43f4c2f4938b869ab67616d00001e02be54746b374358970b5e617aab67616d00001e02cad4832cb7b5844343278daaab67616d00001e02dfe44d577f07e08564ec73ed', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e021f9edf15e43f4c2f4938b869ab67616d00001e02be54746b374358970b5e617aab67616d00001e02cad4832cb7b5844343278daaab67616d00001e02dfe44d577f07e08564ec73ed', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e021f9edf15e43f4c2f4938b869ab67616d00001e02be54746b374358970b5e617aab67616d00001e02cad4832cb7b5844343278daaab67616d00001e02dfe44d577f07e08564ec73ed', 'width': 60}]",Metallica Greatest Hits,"{'display_name': 'Pettson_jr', 'external_urls': {'spotify': 'https://open.spotify.com/user/31cjv52btsotsmyok6hhijq5y2ki'}, 'href': 'https://api.spotify.com/v1/users/31cjv52btsotsmyok6hhijq5y2ki', 'id': '31cjv52btsotsmyok6hhijq5y2ki', 'type': 'user', 'uri': 'spotify:user:31cjv52btsotsmyok6hhijq5y2ki'}",,True,AAAAXOEOeeKHrILVf7l4nHH5HWn4td+f,"{'href': 'https://api.spotify.com/v1/playlists/0cVG2aGlZnT4Iy8dv3KPeW/tracks', 'total': 46}",playlist,spotify:playlist:0cVG2aGlZnT4Iy8dv3KPeW
False,Find our playlist with these keywords: metalcore playlist - best metalcore songs - metalcore best hits - metalcore music playlist - metalcore hits collection - top metalcore songs - metalcore mix - most popular metalcore songs - best metalcore music - metalcore music mix - metalcore greatest hits,{'spotify': 'https://open.spotify.com/playlist/1GKqC6Rq1O3o97UwWMuiq6'},https://api.spotify.com/v1/playlists/1GKqC6Rq1O3o97UwWMuiq6,1GKqC6Rq1O3o97UwWMuiq6,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000d72ce4c0f00c960edc9e87b390a0', 'width': None}]",Best Metalcore Songs of All Time,"{'display_name': 'Discover Playlists', 'external_urls': {'spotify': 'https://open.spotify.com/user/xqbdouo2qfs2gixwh6enw0h6y'}, 'href': 'https://api.spotify.com/v1/users/xqbdouo2qfs2gixwh6enw0h6y', 'id': 'xqbdouo2qfs2gixwh6enw0h6y', 'type': 'user', 'uri': 'spotify:user:xqbdouo2qfs2gixwh6enw0h6y'}",,True,AAAJGuAqrGjGsTFku1TJRJe3XapuXXgO,"{'href': 'https://api.spotify.com/v1/playlists/1GKqC6Rq1O3o97UwWMuiq6/tracks', 'total': 70}",playlist,spotify:playlist:1GKqC6Rq1O3o97UwWMuiq6
False,,{'spotify': 'https://open.spotify.com/playlist/0rrFbHWdEKGHGEkZIRCItn'},https://api.spotify.com/v1/playlists/0rrFbHWdEKGHGEkZIRCItn,0rrFbHWdEKGHGEkZIRCItn,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e022b222dcd5c4fcac7c0e81da2ab67616d00001e026b3463e7160d333ada4b175aab67616d00001e02985bf5ede2fe4a048ee85f28ab67616d00001e02c65f8d04502eeddbdd61fa71', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e022b222dcd5c4fcac7c0e81da2ab67616d00001e026b3463e7160d333ada4b175aab67616d00001e02985bf5ede2fe4a048ee85f28ab67616d00001e02c65f8d04502eeddbdd61fa71', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e022b222dcd5c4fcac7c0e81da2ab67616d00001e026b3463e7160d333ada4b175aab67616d00001e02985bf5ede2fe4a048ee85f28ab67616d00001e02c65f8d04502eeddbdd61fa71', 'width': 60}]",90s and 2000s hard rock/metal,"{'display_name': 'Wesley', 'external_urls': {'spotify': 'https://open.spotify.com/user/uw1ijcmw39id42krvrjk6w1wh'}, 'href': 'https://api.spotify.com/v1/users/uw1ijcmw39id42krvrjk6w1wh', 'id': 'uw1ijcmw39id42krvrjk6w1wh', 'type': 'user', 'uri': 'spotify:user:uw1ijcmw39id42krvrjk6w1wh'}",,True,AAAAppjvFsFUTU0aNOkoMC7nyTDIiD34,"{'href': 'https://api.spotify.com/v1/playlists/0rrFbHWdEKGHGEkZIRCItn/tracks', 'total': 151}",playlist,spotify:playlist:0rrFbHWdEKGHGEkZIRCItn
False,,{'spotify': 'https://open.spotify.com/playlist/76iQv4c5qSM4AgvXph4rJu'},https://api.spotify.com/v1/playlists/76iQv4c5qSM4AgvXph4rJu,76iQv4c5qSM4AgvXph4rJu,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0208a1b1e0674086d3f1995e1bab67616d00001e021703f53e05e51bece5a4a9f8ab67616d00001e0271565eda831124be86c603d5ab67616d00001e02d1fd8f264564d9eef7617a45', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0208a1b1e0674086d3f1995e1bab67616d00001e021703f53e05e51bece5a4a9f8ab67616d00001e0271565eda831124be86c603d5ab67616d00001e02d1fd8f264564d9eef7617a45', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0208a1b1e0674086d3f1995e1bab67616d00001e021703f53e05e51bece5a4a9f8ab67616d00001e0271565eda831124be86c603d5ab67616d00001e02d1fd8f264564d9eef7617a45', 'width': 60}]",Early 2000s Punk Rock,"{'display_name': 'MattLuciano2', 'external_urls': {'spotify': 'https://open.spotify.com/user/idveyt7fy2xs4df9vw9ti1nrf'}, 'href': 'https://api.spotify.com/v1/users/idveyt7fy2xs4df9vw9ti1nrf', 'id': 'idveyt7fy2xs4df9vw9ti1nrf', 'type': 'user', 'uri': 'spotify:user:idveyt7fy2xs4df9vw9ti1nrf'}",,True,AAABljg4DqTPIksO24oaNmJOFln8mZSu,"{'href': 'https://api.spotify.com/v1/playlists/76iQv4c5qSM4AgvXph4rJu/tracks', 'total': 147}",playlist,spotify:playlist:76iQv4c5qSM4AgvXph4rJu
False,don’t be a fascist ,{'spotify': 'https://open.spotify.com/playlist/1nje1qoFRwKq07bIfk37Dp'},https://api.spotify.com/v1/playlists/1nje1qoFRwKq07bIfk37Dp,1nje1qoFRwKq07bIfk37Dp,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000d72c615984d9434f4eb626b85502', 'width': None}]",Ⓐctual punk music,"{'display_name': 'KⒶLVIN.ᐟ', 'external_urls': {'spotify': 'https://open.spotify.com/user/mr2sis8sc8gmbfkj3uyfentm4'}, 'href': 'https://api.spotify.com/v1/users/mr2sis8sc8gmbfkj3uyfentm4', 'id': 'mr2sis8sc8gmbfkj3uyfentm4', 'type': 'user', 'uri': 'spotify:user:mr2sis8sc8gmbfkj3uyfentm4'}",,True,AAAAnUwsKoM+MbpTyQ5t0F7w/gYpF0uk,"{'href': 'https://api.spotify.com/v1/playlists/1nje1qoFRwKq07bIfk37Dp/tracks', 'total': 453}",playlist,spotify:playlist:1nje1qoFRwKq07bIfk37Dp
False,"The real “Christmas Punk Rock” playlist! Merry merry merry Xmas! &#x2F; The Ramones, Bad Religion, Lemmy, Dropkick Murphys, Descendents, Misfits, NOFX, Vice Squad, The Damned, Gwar, Supersuckers &#x2F; Music select by Mr. Crow &#x2F; Cover design : f1ca Studio",{'spotify': 'https://open.spotify.com/playlist/5I5mwpjl75W05p9jLvNWV7'},https://api.spotify.com/v1/playlists/5I5mwpjl75W05p9jLvNWV7,5I5mwpjl75W05p9jLvNWV7,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8429ae818ffb45d6bc680be2e9', 'width': None}]",Xmas Punk : Christmas Punk Rock ,"{'display_name': 'Fernando Crow', 'external_urls': {'spotify': 'https://open.spotify.com/user/f1ca'}, 'href': 'https://api.spotify.com/v1/users/f1ca', 'id': 'f1ca', 'type': 'user', 'uri': 'spotify:user:f1ca'}",,True,AAAAxgYxzXZeIrFR8hgU1Vw8fr5Dj/jt,"{'href': 'https://api.spotify.com/v1/playlists/5I5mwpjl75W05p9jLvNWV7/tracks', 'total': 154}",playlist,spotify:playlist:5I5mwpjl75W05p9jLvNWV7
False,,{'spotify': 'https://open.spotify.com/playlist/2CbX2YTb4XYPhm1aH2tAym'},https://api.spotify.com/v1/playlists/2CbX2YTb4XYPhm1aH2tAym,2CbX2YTb4XYPhm1aH2tAym,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e0222f5f02beab94638c1ef1381ab67616d00001e025e64988c0a5ecca5d84fe056ab67616d00001e02c2d263f284f9c5d039934c4bab67616d00001e02e0e509c527634f4d67755f28', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e0222f5f02beab94638c1ef1381ab67616d00001e025e64988c0a5ecca5d84fe056ab67616d00001e02c2d263f284f9c5d039934c4bab67616d00001e02e0e509c527634f4d67755f28', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e0222f5f02beab94638c1ef1381ab67616d00001e025e64988c0a5ecca5d84fe056ab67616d00001e02c2d263f284f9c5d039934c4bab67616d00001e02e0e509c527634f4d67755f28', 'width': 60}]",Punk Goes Christmas 🎄 ,"{'display_name': 'laurenbarlow', 'external_urls': {'spotify': 'https://open.spotify.com/user/laurenbarlow'}, 'href': 'https://api.spotify.com/v1/users/laurenbarlow', 'id': 'laurenbarlow', 'type': 'user', 'uri': 'spotify:user:laurenbarlow'}",,True,AAAAS3naJSui3dfmfFJhy9LF/BMP1G1A,"{'href': 'https://api.spotify.com/v1/playlists/2CbX2YTb4XYPhm1aH2tAym/tracks', 'total': 85}",playlist,spotify:playlist:2CbX2YTb4XYPhm1aH2tAym
False,A greatest hits playlist based on the long standing Punk Goes Pop series released by Fearless Records.,{'spotify': 'https://open.spotify.com/playlist/72t3yqJQzJrupxWVyBFztJ'},https://api.spotify.com/v1/playlists/72t3yqJQzJrupxWVyBFztJ,72t3yqJQzJrupxWVyBFztJ,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e024978eed9f147170024b9a65bab67616d00001e026977a02a25c88ce583525420ab67616d00001e028be8306a2cc7c373b4738f8dab67616d00001e029e2763f238cfb913d21a2d69', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e024978eed9f147170024b9a65bab67616d00001e026977a02a25c88ce583525420ab67616d00001e028be8306a2cc7c373b4738f8dab67616d00001e029e2763f238cfb913d21a2d69', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e024978eed9f147170024b9a65bab67616d00001e026977a02a25c88ce583525420ab67616d00001e028be8306a2cc7c373b4738f8dab67616d00001e029e2763f238cfb913d21a2d69', 'width': 60}]",Punk Goes Pop Greatest Hits,"{'display_name': 'rylandee', 'external_urls': {'spotify': 'https://open.spotify.com/user/jamieryandee'}, 'href': 'https://api.spotify.com/v1/users/jamieryandee', 'id': 'jamieryandee', 'type': 'user', 'uri': 'spotify:user:jamieryandee'}",,True,AAAl3U477U4g2pE7g10iOisQbyTHXy8q,"{'href': 'https://api.spotify.com/v1/playlists/72t3yqJQzJrupxWVyBFztJ/tracks', 'total': 110}",playlist,spotify:playlist:72t3yqJQzJrupxWVyBFztJ
False,,{'spotify': 'https://open.spotify.com/playlist/39sVxPTg7BKwrf2MfgrtcD'},https://api.spotify.com/v1/playlists/39sVxPTg7BKwrf2MfgrtcD,39sVxPTg7BKwrf2MfgrtcD,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/ab67616d00001e026da502e35a7a3e48de2b0f74ab67616d00001e0270f9552f4e3fa939cf26a78eab67616d00001e029a482180e6a306229bff49dcab67616d00001e02cbd2ee7dff77bfb2b5f0af52', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/ab67616d00001e026da502e35a7a3e48de2b0f74ab67616d00001e0270f9552f4e3fa939cf26a78eab67616d00001e029a482180e6a306229bff49dcab67616d00001e02cbd2ee7dff77bfb2b5f0af52', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/ab67616d00001e026da502e35a7a3e48de2b0f74ab67616d00001e0270f9552f4e3fa939cf26a78eab67616d00001e029a482180e6a306229bff49dcab67616d00001e02cbd2ee7dff77bfb2b5f0af52', 'width': 60}]",Punk Rock (90’s & 00’s),"{'display_name': 'CW', 'external_urls': {'spotify': 'https://open.spotify.com/user/cwachter343'}, 'href': 'https://api.spotify.com/v1/users/cwachter343', 'id': 'cwachter343', 'type': 'user', 'uri': 'spotify:user:cwachter343'}",,True,AAADi8ns+pgtn60AdxOGh8RBWoW99Uwg,"{'href': 'https://api.spotify.com/v1/playlists/39sVxPTg7BKwrf2MfgrtcD/tracks', 'total': 245}",playlist,spotify:playlist:39sVxPTg7BKwrf2MfgrtcD
False,Emo and pop-punk Christmas songs.,{'spotify': 'https://open.spotify.com/playlist/0aS3LkGGmfZluBCbeJdBZ0'},https://api.spotify.com/v1/playlists/0aS3LkGGmfZluBCbeJdBZ0,0aS3LkGGmfZluBCbeJdBZ0,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000d72c76886d80429c15da4307476e', 'width': None}]",A Very Emo Christmas,"{'display_name': 'Evan Finch', 'external_urls': {'spotify': 'https://open.spotify.com/user/223bdcpuk3xvjno6b6ecpsohy'}, 'href': 'https://api.spotify.com/v1/users/223bdcpuk3xvjno6b6ecpsohy', 'id': '223bdcpuk3xvjno6b6ecpsohy', 'type': 'user', 'uri': 'spotify:user:223bdcpuk3xvjno6b6ecpsohy'}",,True,AAACrqvAuC3MjqNBsRV1eB4hiHMcl+C0,"{'href': 'https://api.spotify.com/v1/playlists/0aS3LkGGmfZluBCbeJdBZ0/tracks', 'total': 97}",playlist,spotify:playlist:0aS3LkGGmfZluBCbeJdBZ0
False,,{'spotify': 'https://open.spotify.com/playlist/5YVLNG7oCgEuR6yp2GsgXo'},https://api.spotify.com/v1/playlists/5YVLNG7oCgEuR6yp2GsgXo,5YVLNG7oCgEuR6yp2GsgXo,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84524ea592463f101eb3d8bb67', 'width': None}]","cause I'm a punkrocker, yes I am","{'display_name': 'beck', 'external_urls': {'spotify': 'https://open.spotify.com/user/rhume111'}, 'href': 'https://api.spotify.com/v1/users/rhume111', 'id': 'rhume111', 'type': 'user', 'uri': 'spotify:user:rhume111'}",,True,AAAAFphXQxj0MDjB6Ljmp8Doo5QDSMME,"{'href': 'https://api.spotify.com/v1/playlists/5YVLNG7oCgEuR6yp2GsgXo/tracks', 'total': 18}",playlist,spotify:playlist:5YVLNG7oCgEuR6yp2GsgXo
False,pop punk hits from the 2000s my dude!!,{'spotify': 'https://open.spotify.com/playlist/1jQx9cBFAsfnMV0tckNMQz'},https://api.spotify.com/v1/playlists/1jQx9cBFAsfnMV0tckNMQz,1jQx9cBFAsfnMV0tckNMQz,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000d72c959331c5b7645df06f12d688', 'width': None}]",2000s Pop Punk Hits,"{'display_name': 'coleyevich', 'external_urls': {'spotify': 'https://open.spotify.com/user/colinivich'}, 'href': 'https://api.spotify.com/v1/users/colinivich', 'id': 'colinivich', 'type': 'user', 'uri': 'spotify:user:colinivich'}",,True,AAAyYFzGXY2aYyY2dV4RFXm6a8VFJwpl,"{'href': 'https://api.spotify.com/v1/playlists/1jQx9cBFAsfnMV0tckNMQz/tracks', 'total': 149}",playlist,spotify:playlist:1jQx9cBFAsfnMV0tckNMQz
False,"90s-00s Rnb Classics - Best r&amp;b Music - Best Rnb Love Songs of All Time - R&amp;b All Time Favorites / Favourites - Best of Neyo, Usher, Chris Brown, Ne-Yo, Sisqo, Craig David, Mario, Nelly, Akon, Mariah Carey, Boyz II Men",{'spotify': 'https://open.spotify.com/playlist/2T3BSpqN34Z4sppHDNWoeE'},https://api.spotify.com/v1/playlists/2T3BSpqN34Z4sppHDNWoeE,2T3BSpqN34Z4sppHDNWoeE,"[{'height': None, 'url': 'https://image-cdn-fa.spotifycdn.com/image/ab67706c0000da84cdcaa5e273d90fdba839069b', 'width': None}]","R&B Classics  90s & 2000s - Best Old School RnB Hits Playlist - Usher, Chris Brown, Ne-Yo, Mario","{'display_name': 'Esydia', 'external_urls': {'spotify': 'https://open.spotify.com/user/savz8vts72hqdy7von3mqc29g'}, 'href': 'https://api.spotify.com/v1/users/savz8vts72hqdy7von3mqc29g', 'id': 'savz8vts72hqdy7von3mqc29g', 'type': 'user', 'uri': 'spotify:user:savz8vts72hqdy7von3mqc29g'}",,True,AAAAOjaQN60rUDRj7NHotPEfbnxBPCxO,"{'href': 'https://api.spotify.com/v1/playlists/2T3BSpqN34Z4sppHDNWoeE/tracks', 'total': 146}",playlist,spotify:playlist:2T3BSpqN34Z4sppHDNWoeE
